id,term,translation,alt_translation,comments
7815,Мартенс,Мартенс,"",Прізвище
7816,Мартиросян,Мартиросян,"",Прізвище
7817,Мартич,Мартич,"",Прізвище
7818,Мартович,Мартович,"",Прізвище
7819,Мартос,Мартос,"",Прізвище
7820,Марущенко,Марущенко,"",Прізвище
7821,Мархлевська,Мархлевская,"",Прізвище
7822,Марцинкевич,Марцинкевич,"",Прізвище
7823,Марчак,Марчак,"",Прізвище
7824,Марченко,Марченко,"",Прізвище
7825,Марчук,Марчук,"",Прізвище
7826,Маршак,Маршак,"",Прізвище
7827,Маршалл,Маршалл,"",Прізвище
7828,Марюс,Марюс,"",Прізвище
7829,Масарик,Масарик,"",Прізвище
7830,Масенко,Масенко,"",Прізвище
7831,Масео,Масео,"",Прізвище
7832,Маскалевич,Маскалевич,"",Прізвище
7833,Маслов,Маслов,"",Прізвище
7834,Маслова,Маслова,"",Прізвище
7835,Маслюков,Маслюков,"",Прізвище
7836,Маслюкова,Маслюкова,"",Прізвище
7837,Масляков,Масляков,"",Прізвище
7838,Маслякова,Маслякова,"",Прізвище
7839,Масол,Масол,"",Прізвище
7840,Масуд,Масуд,"",Прізвище
7841,Масхадов,Масхадов,"",Прізвище
7842,Масхадова,Масхадова,"",Прізвище
7843,Масюк,Масюк,"",Прізвище
7844,Матейко,Матейко,"",Прізвище
7845,Матешко,Матешко,"",Прізвище
7846,Матеюк,Матеюк,"",Прізвище
7847,Матросов,Матросов,"",Прізвище
7848,Матросова,Матросова,"",Прізвище
7849,Матузалем,Матузалем,"",Прізвище
7850,Матусевич,Матусевич,"",Прізвище
7851,Матюшенко,Матюшенко,"",Прізвище
7852,Матюшин,Матюшин,"",Прізвище
7853,Матяш,Матяш,"",Прізвище
7854,Махарадзе,Махарадзе,"",Прізвище
7855,Махкамов,Махкамов,"",Прізвище
7856,Махкамова,Махкамова,"",Прізвище
7857,Махненко,Махненко,"",Прізвище
7858,Махно,Махно,"",Прізвище
7859,Махун,Махун,"",Прізвище
7860,Мацевита,Мацевита,"",Прізвище
7861,Мацелюх,Мацелюх,"",Прізвище
7862,Мацкевич,Мацкевич,"",Прізвище
7863,Мацко,Мацко,"",Прізвище
7864,Мацука,Мацука,"",Прізвище
7865,Маццола,Маццола,"",Прізвище
7866,Мацюк,Мацюк,"",Прізвище
7867,Мачадо,Мачадо,"",Прізвище
7868,Машеров,Машеров,"",Прізвище
7869,Машерова,Машерова,"",Прізвище
7870,Машков,Машков,"",Прізвище
7871,Машкова,Машкова,"",Прізвище
7872,Мащенко,Мащенко,"",Прізвище
7873,Меацца,Меацца,"",Прізвище
7874,Медведчук,Медведчук,"",Прізвище
7875,Медведько,Медведько,"",Прізвище
7876,Мейвезер,Мейвезер,"",Прізвище
7877,Мейджор,Мейджор,"",Прізвище
7878,Мейнард,Мейнард,"",Прізвище
7879,Мейс,Мейс,"",Прізвище
7880,Мейтус,Мейтус,"",Прізвище
7881,Мелашич,Мелашич,"",Прізвище
7882,Мелащенко,Мелащенко,"",Прізвище
7883,Мележик,Мележик,"",Прізвище
7884,Мелешко,Мелешко,"",Прізвище
7885,Меллер,Меллер,"",Прізвище
7886,Мельников,Мельников,"",Прізвище
7887,Мельникова,Мельникова,"",Прізвище
7888,Мельниченко,Мельниченко,"",Прізвище
7889,Мельничук,Мельничук,"",Прізвище
7890,Мендель,Мендель,"",Прізвище
7891,Мендельсон,Мендельсон,"",Прізвище
7892,Мендоса,Мендоса,"",Прізвище
7893,Менем,Менем,"",Прізвище
7894,Менжерес,Менжерес,"",Прізвище
7895,Мень,Мень,"",Прізвище
7896,Меньшиков,Меньшиков,"",Прізвище
7897,Меньшикова,Меньшикова,"",Прізвище
7898,Меньшов,Меньшов,"",Прізвище
7899,Меньшова,Меньшова,"",Прізвище
7900,Меола,Меола,"",Прізвище
7901,Мердок,Мердок,"",Прізвище
7902,Меринг,Меринг,"",Прізвище
7903,Меркулов,Меркулов,"",Прізвище
7904,Меркулова,Меркулова,"",Прізвище
7905,Месич,Месич,"",Прізвище
7906,Месмер,Месмер,"",Прізвище
7907,Месуренко,Месуренко,"",Прізвище
7908,Мечников,Мечников,"",Прізвище
7909,Мечникова,Мечникова,"",Прізвище
7910,Мешко,Мешко,"",Прізвище
7911,Мещеряков,Мещеряков,"",Прізвище
7912,Мещерякова,Мещерякова,"",Прізвище
7913,Мжаванадзе,Мжаванадзе,"",Прізвище
7914,Мигаль,Мигаль,"",Прізвище
7915,Микешин,Микешин,"",Прізвище
7916,Микитась,Микитась,"",Прізвище
7917,Микитей,Микитей,"",Прізвище
7918,Микитенко,Микитенко,"",Прізвище
7919,Микитюк,Микитюк,"",Прізвище
7920,Миклашевська,Миклашевская,"",Прізвище
7921,Миклухо-Маклай,Миклухо-Маклай,"",Прізвище
7922,Миколайчук,Миколайчук,"",Прізвище
7923,Милорадович,Милорадович,"",Прізвище
7924,Милошевич,Милошевич,"",Прізвище
7925,Мильчаков,Мильчаков,"",Прізвище
7926,Мильчакова,Мильчакова,"",Прізвище
7927,Минко,Минко,"",Прізвище
7928,Мирович,Мирович,"",Прізвище
7929,Мироненко,Мироненко,"",Прізвище
7930,Миронов,Миронов,"",Прізвище
7931,Миронова,Миронова,"",Прізвище
7932,Миронюк,Миронюк,"",Прізвище
7933,Мисюра,Мисюра,"",Прізвище
7934,Митрахович,Митрахович,"",Прізвище
7935,Митропольска,Митропольска,"",Прізвище
7936,Митропольский,Митропольский,"",Прізвище
7937,Митрофанов,Митрофанов,"",Прізвище
7938,Митрофанова,Митрофанова,"",Прізвище
7939,Михайленко,Михайленко,"",Прізвище
7940,Михайлечко,Михайлечко,"",Прізвище
7941,Михайлик,Михайлик,"",Прізвище
7942,Михайличенко,Михайличенко,"",Прізвище
7943,Михайлов,Михайлов,"",Прізвище
7944,Михайлова,Михайлова,"",Прізвище
7945,Михайлунь,Михайлунь,"",Прізвище
7946,Михайлюк,Михайлюк,"",Прізвище
7947,Михалевич,Михалевич,"",Прізвище
7948,Михалков,Михалков,"",Прізвище
7949,Михалкова,Михалкова,"",Прізвище
7950,Михальченко,Михальченко,"",Прізвище
7951,Михальчишин,Михальчишин,"",Прізвище
7952,Михальчук,Михальчук,"",Прізвище
7953,Михалюк,Михалюк,"",Прізвище
7954,Мишанич,Мишанич,"",Прізвище
7955,Мишин,Мишин,"",Прізвище
7956,Мишловська,Мишловская,"",Прізвище
7957,Мишловський,Мишловский,"",Прізвище
7958,Мишуга,Мишуга,"",Прізвище
7959,Мкапа,Мкапа,"",Прізвище
7960,Мкртчан,Мкртчан,"",Прізвище
7961,Мкртчян,Мкртчян,"",Прізвище
7962,Младич,Младич,"",Прізвище
7963,Мобейн,Мобейн,"",Прізвище
7964,Могилевич,Могилевич,"",Прізвище
7965,Могиленко,Могиленко,"",Прізвище
7966,Могол,Могол,"",Прізвище
7967,Мозер,Мозер,"",Прізвище
7968,Мозола,Мозола,"",Прізвище
7969,Мойбенко,Мойбенко,"",Прізвище
7970,Мокренко,Мокренко,"",Прізвище
7971,Мокроусов,Мокроусов,"",Прізвище
7972,Мокроусова,Мокроусова,"",Прізвище
